matchId,champion,champion_icon
KR_7769119400,Yone,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yone.png
KR_7769119400,Morgana,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Morgana.png
KR_7769119400,Milio,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Milio.png
KR_7769119400,Gangplank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gangplank.png
KR_7769119400,Khazix,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Khazix.png
KR_7769127262,Teemo,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Teemo.png
KR_7769127262,Vayne,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Vayne.png
KR_7769127262,Alistar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Alistar.png
KR_7769127262,Galio,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Galio.png
KR_7769127262,Nidalee,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nidalee.png
KR_7769127262,Gangplank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gangplank.png
KR_7769127262,Pyke,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Pyke.png
KR_7769127262,Seraphine,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Seraphine.png
KR_7769127262,Jhin,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jhin.png
KR_7769127262,Neeko,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Neeko.png
KR_7769150016,Rengar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Rengar.png
KR_7769150016,Yasuo,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yasuo.png
KR_7769150016,Velkoz,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Velkoz.png
KR_7769150016,Gragas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gragas.png
KR_7769150016,Neeko,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Neeko.png
KR_7769150016,Akshan,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Akshan.png
KR_7769150016,Kayn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kayn.png
KR_7769150016,Veigar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Veigar.png
KR_7769150016,Anivia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Anivia.png
KR_7769150016,Zac,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zac.png
KR_7769154924,Zac,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zac.png
KR_7769154924,Hwei,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Hwei.png
KR_7769154924,Sylas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sylas.png
KR_7769154924,Caitlyn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Caitlyn.png
KR_7769154924,Pantheon,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Pantheon.png
KR_7769154924,Ziggs,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ziggs.png
KR_7769154924,Khazix,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Khazix.png
KR_7769154924,Blitzcrank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Blitzcrank.png
KR_7769154924,Cassiopeia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Cassiopeia.png
KR_7769154924,Kindred,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kindred.png
KR_7769155561,Thresh,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Thresh.png
KR_7769155561,Akali,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Akali.png
KR_7769155561,Lulu,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lulu.png
KR_7769155561,Caitlyn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Caitlyn.png
KR_7769155561,Yone,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yone.png
KR_7769155561,Azir,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Azir.png
KR_7769155561,Gnar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gnar.png
KR_7769155561,Ashe,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ashe.png
KR_7769155561,Veigar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Veigar.png
KR_7769155561,Swain,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Swain.png
KR_7769162602,Amumu,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Amumu.png
KR_7769162602,Lucian,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lucian.png
KR_7769162602,Ekko,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ekko.png
KR_7769162602,Urgot,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Urgot.png
KR_7769162602,Karma,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Karma.png
KR_7769162602,Zed,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zed.png
KR_7769162602,Morgana,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Morgana.png
KR_7769162602,Malphite,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Malphite.png
KR_7769162602,XinZhao,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/XinZhao.png
KR_7769162602,Annie,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Annie.png
KR_7769162603,Yasuo,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yasuo.png
KR_7769162603,Caitlyn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Caitlyn.png
KR_7769162603,Malphite,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Malphite.png
KR_7769162603,Braum,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Braum.png
KR_7769162603,Shaco,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Shaco.png
KR_7769162603,Hwei,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Hwei.png
KR_7769162603,Sylas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sylas.png
KR_7769162603,Jayce,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jayce.png
KR_7769162603,KSante,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/KSante.png
KR_7769162603,Orianna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Orianna.png
KR_7769163326,Aphelios,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Aphelios.png
KR_7769163326,Sion,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sion.png
KR_7769163326,Yuumi,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yuumi.png
KR_7769163326,AurelionSol,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/AurelionSol.png
KR_7769163326,Viego,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Viego.png
KR_7769163326,Akshan,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Akshan.png
KR_7769163326,Nami,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nami.png
KR_7769163326,Ahri,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ahri.png
KR_7769163326,Gragas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gragas.png
KR_7769163326,Singed,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Singed.png
KR_7769164171,Yone,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Yone.png
KR_7769164171,Ahri,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ahri.png
KR_7769164171,Alistar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Alistar.png
KR_7769164171,Annie,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Annie.png
KR_7769164171,AurelionSol,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/AurelionSol.png
KR_7769164171,Tryndamere,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Tryndamere.png
KR_7769164171,Diana,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Diana.png
KR_7769164171,Irelia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Irelia.png
KR_7769164171,Azir,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Azir.png
KR_7769164171,Naafiri,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Naafiri.png
KR_7769168001,Heimerdinger,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Heimerdinger.png
KR_7769168001,Leblanc,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Leblanc.png
KR_7769168001,JarvanIV,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/JarvanIV.png
KR_7769168001,Sylas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sylas.png
KR_7769168001,Lulu,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lulu.png
KR_7769168001,Janna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Janna.png
KR_7769168001,Lux,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lux.png
KR_7769168001,Jhin,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jhin.png
KR_7769168001,Ziggs,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ziggs.png
KR_7769168001,Senna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Senna.png
KR_7769180264,Vayne,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Vayne.png
KR_7769180264,Sylas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sylas.png
KR_7769180264,Gangplank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gangplank.png
KR_7769180264,Nidalee,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nidalee.png
KR_7769180264,FiddleSticks,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Fiddlesticks.png
KR_7769180264,Zed,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zed.png
KR_7769180264,Mordekaiser,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Mordekaiser.png
KR_7769180264,Malzahar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Malzahar.png
KR_7769180264,Pyke,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Pyke.png
KR_7769180264,Ezreal,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ezreal.png
KR_7769180905,Katarina,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Katarina.png
KR_7769180905,Aphelios,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Aphelios.png
KR_7769180905,Shaco,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Shaco.png
KR_7769180905,Thresh,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Thresh.png
KR_7769180905,Corki,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Corki.png
KR_7769180905,Galio,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Galio.png
KR_7769180905,Karma,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Karma.png
KR_7769180905,Annie,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Annie.png
KR_7769180905,Samira,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Samira.png
KR_7769180905,Viktor,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Viktor.png
KR_7769181444,Gragas,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gragas.png
KR_7769181444,Evelynn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Evelynn.png
KR_7769181444,Ambessa,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ambessa.png
KR_7769181444,Varus,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Varus.png
KR_7769181444,Naafiri,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Naafiri.png
KR_7769181444,Brand,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Brand.png
KR_7769181444,Shaco,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Shaco.png
KR_7769181444,Nidalee,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nidalee.png
KR_7769181444,Jhin,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jhin.png
KR_7769181444,Ezreal,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ezreal.png
KR_7769190941,Kennen,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kennen.png
KR_7769190941,Blitzcrank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Blitzcrank.png
KR_7769190941,Azir,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Azir.png
KR_7769190941,Varus,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Varus.png
KR_7769190941,Khazix,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Khazix.png
KR_7769190941,Shen,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Shen.png
KR_7769190941,Zyra,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zyra.png
KR_7769190941,Mel,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Mel.png
KR_7769190941,Karma,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Karma.png
KR_7769190941,Smolder,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Smolder.png
KR_7769194457,Corki,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Corki.png
KR_7769194457,Sivir,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Sivir.png
KR_7769194457,Swain,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Swain.png
KR_7769194457,Nidalee,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nidalee.png
KR_7769194457,Jayce,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jayce.png
KR_7769194457,Kaisa,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kaisa.png
KR_7769194457,Lulu,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lulu.png
KR_7769194457,Aatrox,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Aatrox.png
KR_7769194457,LeeSin,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/LeeSin.png
KR_7769194457,AurelionSol,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/AurelionSol.png
KR_7769195485,Kaisa,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kaisa.png
KR_7769195485,Janna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Janna.png
KR_7769195485,Camille,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Camille.png
KR_7769195485,Viktor,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Viktor.png
KR_7769195485,Senna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Senna.png
KR_7769195485,Anivia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Anivia.png
KR_7769195485,Zilean,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Zilean.png
KR_7769195485,Kayn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Kayn.png
KR_7769195485,Elise,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Elise.png
KR_7769195485,Lissandra,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lissandra.png
KR_7769195792,Varus,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Varus.png
KR_7769195792,Jinx,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Jinx.png
KR_7769195792,Qiyana,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Qiyana.png
KR_7769195792,Ezreal,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Ezreal.png
KR_7769195792,Alistar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Alistar.png
KR_7769195792,Caitlyn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Caitlyn.png
KR_7769195792,JarvanIV,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/JarvanIV.png
KR_7769195792,Nautilus,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nautilus.png
KR_7769195792,Nasus,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nasus.png
KR_7769195792,Lillia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Lillia.png
KR_7769199577,Cassiopeia,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Cassiopeia.png
KR_7769199577,Alistar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Alistar.png
KR_7769199577,Belveth,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Belveth.png
KR_7769199577,Twitch,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Twitch.png
KR_7769199577,Naafiri,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Naafiri.png
KR_7769199577,Orianna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Orianna.png
KR_7769199577,Malphite,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Malphite.png
KR_7769199577,Quinn,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Quinn.png
KR_7769199577,Xayah,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Xayah.png
KR_7769199577,Malzahar,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Malzahar.png
KR_7769222994,Nidalee,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Nidalee.png
KR_7769222994,Hwei,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Hwei.png
KR_7769222994,Smolder,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Smolder.png
KR_7769222994,Gangplank,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Gangplank.png
KR_7769222994,Poppy,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Poppy.png
KR_7769222994,Orianna,https://ddragon.leagueoflegends.com/cdn/15.17.1/img/champion/Orianna.png
